Volatility 3 Framework 2.27.0

Plugin	Description	Created Date	Modified Date	Accessed Date	Changed Date
Threads	Thread: Tid 72 in Pid 4 (Offset 275427702056544)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 76 in Pid 4 (Offset 275427702227008)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 80 in Pid 4 (Offset 275427702314848)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 84 in Pid 4 (Offset 275427702313584)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 88 in Pid 4 (Offset 275427701825600)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 92 in Pid 4 (Offset 275427701828432)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 96 in Pid 4 (Offset 275427701493824)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 100 in Pid 4 (Offset 275427701496656)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 112 in Pid 4 (Offset 275427701684464)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 116 in Pid 4 (Offset 275427701940288)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 120 in Pid 4 (Offset 275427701885776)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 124 in Pid 4 (Offset 275427702000464)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 128 in Pid 4 (Offset 275427702401344)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 136 in Pid 4 (Offset 275427701635920)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 140 in Pid 4 (Offset 275427701674048)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 144 in Pid 4 (Offset 275427701738320)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 148 in Pid 4 (Offset 275427701743680)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 156 in Pid 4 (Offset 275427701803856)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 160 in Pid 4 (Offset 275427701813312)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 164 in Pid 4 (Offset 275427701874752)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 168 in Pid 4 (Offset 275427701957504)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 172 in Pid 4 (Offset 275427701231680)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 180 in Pid 4 (Offset 275427702239296)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 184 in Pid 4 (Offset 275427702242128)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
Threads	Thread: Tid 188 in Pid 4 (Offset 275427702259776)	2025-11-11 18:01:40.000000 UTC	1600-12-25 00:01:12.000000 UTC	N/A	N/A
ThrdScan	Thread: Tid 172 in Pid 4 (Offset 105582656)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 32 in Pid 4 (Offset 105764192)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 96 in Pid 4 (Offset 105844800)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 100 in Pid 4 (Offset 105847632)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 48 in Pid 4 (Offset 105853296)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 44 in Pid 4 (Offset 105854560)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 40 in Pid 4 (Offset 105855824)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 136 in Pid 4 (Offset 105986896)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 140 in Pid 4 (Offset 106025024)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 112 in Pid 4 (Offset 106035440)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 144 in Pid 4 (Offset 106089296)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 148 in Pid 4 (Offset 106094656)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 36 in Pid 4 (Offset 106122064)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 156 in Pid 4 (Offset 106154832)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 160 in Pid 4 (Offset 106164288)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 88 in Pid 4 (Offset 106176576)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 92 in Pid 4 (Offset 106179408)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 164 in Pid 4 (Offset 106225728)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 120 in Pid 4 (Offset 106236752)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 116 in Pid 4 (Offset 106291264)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 168 in Pid 4 (Offset 106308480)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 124 in Pid 4 (Offset 106351440)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 64 in Pid 4 (Offset 106405952)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 72 in Pid 4 (Offset 106407520)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 68 in Pid 4 (Offset 106408784)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 52 in Pid 4 (Offset 106434624)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 60 in Pid 4 (Offset 106436192)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 56 in Pid 4 (Offset 106437456)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 24 in Pid 4 (Offset 106552144)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 76 in Pid 4 (Offset 106577984)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 180 in Pid 4 (Offset 106590272)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 184 in Pid 4 (Offset 106593104)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 188 in Pid 4 (Offset 106610752)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 84 in Pid 4 (Offset 106664560)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 80 in Pid 4 (Offset 106665824)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 28 in Pid 4 (Offset 106695504)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 128 in Pid 4 (Offset 106752320)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 24 in Pid 4 (Offset 275427702201168)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 28 in Pid 4 (Offset 275427702344528)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 32 in Pid 4 (Offset 275427701413216)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 36 in Pid 4 (Offset 275427701771088)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 40 in Pid 4 (Offset 275427701504848)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 44 in Pid 4 (Offset 275427701503584)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 48 in Pid 4 (Offset 275427701502320)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 52 in Pid 4 (Offset 275427702083648)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 56 in Pid 4 (Offset 275427702086480)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 60 in Pid 4 (Offset 275427702085216)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 64 in Pid 4 (Offset 275427702054976)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 68 in Pid 4 (Offset 275427702057808)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 72 in Pid 4 (Offset 275427702056544)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 76 in Pid 4 (Offset 275427702227008)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 80 in Pid 4 (Offset 275427702314848)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 84 in Pid 4 (Offset 275427702313584)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 88 in Pid 4 (Offset 275427701825600)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 92 in Pid 4 (Offset 275427701828432)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 96 in Pid 4 (Offset 275427701493824)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 100 in Pid 4 (Offset 275427701496656)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 112 in Pid 4 (Offset 275427701684464)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 116 in Pid 4 (Offset 275427701940288)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 120 in Pid 4 (Offset 275427701885776)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 124 in Pid 4 (Offset 275427702000464)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 128 in Pid 4 (Offset 275427702401344)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 136 in Pid 4 (Offset 275427701635920)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 140 in Pid 4 (Offset 275427701674048)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 144 in Pid 4 (Offset 275427701738320)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 148 in Pid 4 (Offset 275427701743680)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 156 in Pid 4 (Offset 275427701803856)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 160 in Pid 4 (Offset 275427701813312)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 164 in Pid 4 (Offset 275427701874752)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 168 in Pid 4 (Offset 275427701957504)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 172 in Pid 4 (Offset 275427701231680)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 180 in Pid 4 (Offset 275427702239296)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 184 in Pid 4 (Offset 275427702242128)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 188 in Pid 4 (Offset 275427702259776)	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Global -> \GLOBAL??	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: NXTIPSECDevice -> \Device\NXTIPSEC	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: CompositeBattery -> \Device\CompositeBattery	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Partition1 -> \Device\HarddiskVolume1	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Root#vdrvroot#0000#{2e34d650-5819-42ca-84ae-d30803bae505} -> \Device\0000003b	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: MountPointManager -> \Device\MountPointManager	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Scsi0: -> \Device\Ide\IdePort0	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: ACPI#FixedButton#2&daba3ff&4#{4afa3d53-74a7-11d0-be5e-00a0c9062857} -> \Device\00000041	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Partition0 -> \Device\Harddisk0\DR0	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: PhysicalDrive0 -> \Device\Harddisk0\DR0	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: multi(0)disk(0)rdisk(0)partition(3) -> \Device\Harddisk0\Partition3	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: multi(0)disk(0)rdisk(0)partition(2) -> \Device\Harddisk0\Partition2	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: multi(0)disk(0)rdisk(0) -> \Device\Harddisk0\Partition0	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: multi(0)disk(0)rdisk(0)partition(1) -> \Device\Harddisk0\Partition1	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: multi(0)disk(0)rdisk(0)partition(4) -> \Device\Harddisk0\Partition4	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Harddisk0Partition2 -> \Device\HarddiskVolume2	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Harddisk0Partition1 -> \Device\HarddiskVolume1	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: STORAGE#Volume#{fbe7a9c0-bf14-11f0-85df-806e6f6e6963}#0000000006500000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\HarddiskVolume2	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: HarddiskVolume1 -> \Device\HarddiskVolume1	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Partition2 -> \Device\HarddiskVolume2	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: IDE#DiskVBOX_HARDDISK___________________________1.0_____#5&327709ab&0&0.0.0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\Ide\IdeDeviceP0T0L0-0	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Volume{fbe7a9c4-bf14-11f0-85df-806e6f6e6963} -> \Device\HarddiskVolume2	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: STORAGE#Volume#{fbe7a9c0-bf14-11f0-85df-806e6f6e6963}#0000000000100000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b} -> \Device\HarddiskVolume1	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: HarddiskVolume2 -> \Device\HarddiskVolume2	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: C: -> \Device\HarddiskVolume2	2025-11-11 18:01:40.000000 UTC	N/A	N/A	N/A
